name,id,geom
4 PIQ,29,0106000020E6100000010000000103000000010000000E000000DA0808B59FA70B40D9598F6BE82B4740C291D49F79A70B4034427572E82B4740D98BA97076A60B40C2DCF9A0E82B47402F404A4376A60B4082C4FCA0E82B4740524521EDCEA50B405EA795D1082C47400B2504F93DA50B40320EE713402C47408316BBA7A1A50B40AC4DF1BF452C474025EADB703FA60B408BB286AD4E2C4740A95ADBED4BA60B40AC487FF8492C4740747EF09557A60B40170F3F63462C474095F7065607A70B40AB7DF08B152C47407D785D4047A70B401A03A875052C47409B96CD72B7A70B4072855167E82B4740DA0808B59FA70B40D9598F6BE82B4740
567 PAL,30,0106000020E6100000020000000103000000010000001C000000815234E0FE6A0B408D9B02FC432B47402388603C736B0B40B4136D26492B4740797C90928D6B0B40B4593C0B4B2B474086958B8EA56B0B4086D499C44C2B4740BE14C460A66B0B405F9112E74C2B4740CA41ED27B36B0B40AB31A9CE4D2B4740171C6E49026C0B4083370289582B4740E21A61A7F86B0B406F58FCA1582B474022A1DE1FE86C0B40D093555A942B47402B89729DF36C0B40FEB5DF37972B47406E161FB3046D0B4029A9AC7A9B2B4740A59AD184286D0B40A7C9FA3D9B2B4740E66C4E10296D0B40BB590A3D9B2B474065F4A0D8EC6D0B40E5155DF1992B474052C1F270EF6D0B40CB34FAEC992B474001FBC0D8F26D0B40B0C32EE7992B47404A3C87E6136E0B40A82A2FAF992B4740858C652791710B40E836B5C5932B4740AF6C437AD2700B40B490303B672B474048048F0759700B40774DB7CD3E2B47402CA0CF67506F0B40CBAAF8853E2B4740DAFE4917DE6E0B40B09995973E2B4740E578C310BF6E0B40CF18669C3E2B47409565989B4C6E0B40D81804AE3E2B4740EC8B09F9D76C0B40F904D0D03F2B474005CC24A3836B0B40742E66E9412B47400184CE40416B0B40EBEDAAF2422B4740815234E0FE6A0B408D9B02FC432B474001030000000100000015000000718E78A94C660B40788038EC6B2B4740620837F4A1660B40ABC6DF8B712B4740C00878FEC5670B40B1E193A3852B4740F3DBFA6072690B400E099487A12B4740A86B5DA893690B404EEA324FA12B4740B635771DD2690B40E75B68E5A02B4740101454DC5A6A0B401686C6FD9F2B474034338459656A0B4031F8FFEB9F2B4740504D393A076C0B4044FA12289D2B47403ABF7841036D0B408C581A7D9B2B47406E161FB3046D0B4029A9AC7A9B2B4740BB5352FBE16C0B40E27948D2922B4740F82DE441C76C0B4026C21F288C2B47403BF93853B16C0B40BC300FB0862B4740E386A5CC636C0B40AE138D5A732B4740A1D8BFF1566C0B400D07EC25702B47400BC88DD8566C0B40D52ECF1F702B4740E21A61A7F86B0B406F58FCA1582B4740E331E0D4706B0B404B04E9015A2B4740334A2F6C9A680B405B2D5F09642B4740718E78A94C660B40788038EC6B2B4740
567 PAL A,31,0106000020E6100000010000000103000000010000001C000000815234E0FE6A0B408D9B02FC432B47402388603C736B0B40B4136D26492B4740797C90928D6B0B40B4593C0B4B2B474086958B8EA56B0B4086D499C44C2B4740BE14C460A66B0B405F9112E74C2B4740CA41ED27B36B0B40AB31A9CE4D2B4740171C6E49026C0B4083370289582B4740E21A61A7F86B0B406F58FCA1582B474022A1DE1FE86C0B40D093555A942B47402B89729DF36C0B40FEB5DF37972B47406E161FB3046D0B4029A9AC7A9B2B4740A59AD184286D0B40A7C9FA3D9B2B4740E66C4E10296D0B40BB590A3D9B2B474065F4A0D8EC6D0B40E5155DF1992B474052C1F270EF6D0B40CB34FAEC992B474001FBC0D8F26D0B40B0C32EE7992B47404A3C87E6136E0B40A82A2FAF992B4740858C652791710B40E836B5C5932B4740AF6C437AD2700B40B490303B672B474048048F0759700B40774DB7CD3E2B47402CA0CF67506F0B40CBAAF8853E2B4740DAFE4917DE6E0B40B09995973E2B4740E578C310BF6E0B40CF18669C3E2B47409565989B4C6E0B40D81804AE3E2B4740EC8B09F9D76C0B40F904D0D03F2B474005CC24A3836B0B40742E66E9412B47400184CE40416B0B40EBEDAAF2422B4740815234E0FE6A0B408D9B02FC432B4740
567 PAL B,32,0106000020E61000000100000001030000000100000015000000718E78A94C660B40788038EC6B2B4740620837F4A1660B40ABC6DF8B712B4740C00878FEC5670B40B1E193A3852B4740F3DBFA6072690B400E099487A12B4740A86B5DA893690B404EEA324FA12B4740B635771DD2690B40E75B68E5A02B4740101454DC5A6A0B401686C6FD9F2B474034338459656A0B4031F8FFEB9F2B4740504D393A076C0B4044FA12289D2B47403ABF7841036D0B408C581A7D9B2B47406E161FB3046D0B4029A9AC7A9B2B4740BB5352FBE16C0B40E27948D2922B4740F82DE441C76C0B4026C21F288C2B47403BF93853B16C0B40BC300FB0862B4740E386A5CC636C0B40AE138D5A732B4740A1D8BFF1566C0B400D07EC25702B47400BC88DD8566C0B40D52ECF1F702B4740E21A61A7F86B0B406F58FCA1582B4740E331E0D4706B0B404B04E9015A2B4740334A2F6C9A680B405B2D5F09642B4740718E78A94C660B40788038EC6B2B4740
5 PIQ,33,0106000020E61000000100000001030000000100000019000000E26E434399B10B408017E5E3F52B4740BE5DB35B8CB10B40B878B2E2EF2B4740E783979D3EB10B408B00EED5D62B4740CEAFD9742BB10B4007D30DCDD02B4740E79B61E718B10B40EB3C5D42CA2B4740F4BDCC5978AF0B40499A466CC82B47403C9FE18EDEAD0B40675A12E6CC2B474030A23BC370AC0B407DA76542D22B4740772BE4AD56AB0B408681ACE9D52B47409C63C9C5FEAB0B40664716F3DD2B474035AAA245C0AC0B400E9FCA49E72B4740CC0FAB5A7DAD0B408BC6C00AEF2B4740E661CF0DD7AE0B4089AF302FFD2B4740DA9E97D550AF0B405BF2225F042C4740B2846DA9E6AF0B40759B53DD142C47407BE45E3C31B00B40449B61431D2C4740B0BD2A3DC1B00B40758F0BF3272C4740CCD4A10303B10B401532F0F22A2C4740B7C02F644FB10B40636CFCFE2C2C474015E63E0663B20B409AD1EF20322C47404A289C4433B20B40B73F7CCD1E2C4740BB3985BC30B20B400AF4E03A1E2C4740EBE74DD1D9B10B402860A7740A2C4740C7506400B3B10B405E5E2DA1012C4740E26E434399B10B408017E5E3F52B4740
6 PIQ,34,0106000020E6100000010000000103000000010000000F0000000C402527D6AC0B40D1275B04A52B4740A4F88DD6BFAD0B40918AB6A1B12B4740C1103667F1AF0B40EA9F6ECCB22B474066A908A7E4AF0B407B13C3CDB22B47408B872E3C18B30B40EDC842D4B32B47400BA7D53B79B30B4072CA47F3B32B474092E084BCC9B30B40E3EF7D5E872B4740800967642DB40B40637A1B2B5C2B474011A1212E8AB10B402DADEA73672B474007DD01ACB1B00B40EAF9D81D6B2B474007B0AA29D9AF0B40CB65D7C76E2B474026177DE087AF0B40DD875D27702B474036FD4F5D75AF0B40B1986C77702B474085001365C1AC0B40AB66EB087B2B47400C402527D6AC0B40D1275B04A52B4740
8 PAL,35,0106000020E610000001000000010300000001000000120000005F38F745D4710B4084FC484F952B4740F239720F66730B4068346CC2CD2B47404723B67765730B40EB6D23C3CD2B47408063FFCFBC730B401B381D3DDA2B4740915DA4505C750B40062CA3F9D32B47408DAAFD50A7750B40DB130BD6D12B47402B9D4C56E1750B40A34190D0CD2B4740A9047346F5750B403D586AE1C72B4740B6AB5E3FFF750B401151BAE9C42B4740463A70E621760B404F3FF835BC2B474007A0A0044C760B40999AA049B72B474026470F03EA760B40625E77D9A92B4740EE976D5BED760B4012492683A92B4740E39D01B0E9760B40FF267483A52B474014ADDF35D2760B409E45A1018C2B47401F0B0A30D2760B4077E01FEF8B2B4740271B2A26D3710B407801CA26952B47405F38F745D4710B4084FC484F952B4740
9_10 PAL,36,0106000020E6100000010000000103000000010000000A000000F04836788D690B404E5D30A7A42B4740EB08EDE2B36A0B4017CB2A08C82B4740E1FA97D2026B0B40AC3FC99BCE2B47409D2EDB5FCA6D0B40741D11E3EF2B4740FE95FE61706E0B40CBBBA865ED2B4740F7960E626E730B40A98CB3F7DA2B47406D9092CDBB720B40947874BCC02B47401B5EAE5095710B4046EEFE1B952B4740BDF5FF7E326C0B405005AB169F2B4740F04836788D690B404E5D30A7A42B4740
9-10PAL A,37,0106000020E610000001000000010300000001000000210000003B03AFC8A66A0B4097752ACFC72B474046671F93A66A0B40D1F5ECB2C82B474003CAE462EF6A0B403B9F5D32CF2B47401721DB179E6D0B406415B5B4EE2B474039F1C205946D0B4029E4A5B3F02B47405DEA58D8B06D0B40787B1045F02B4740138877D0BF6D0B40610A960BF02B47400B6FDA9AC66D0B4000A77EF1EF2B4740FF5ACB95C96D0B40C3700FE6EF2B47403F16992BCA6D0B40BAA2D5E3EF2B47409D2EDB5FCA6D0B40741D11E3EF2B4740E1FA97D2026B0B40AC3FC99BCE2B4740EB08EDE2B36A0B4017CB2A08C82B4740F04836788D690B404E5D30A7A42B4740BDF5FF7E326C0B405005AB169F2B47402905565AC96F0B40D3A8067E982B47407DE76A76C96F0B404EB54D7F982B4740C21ADE3F7A700B40BE7393EBB22B47408997E719B2710B40B4E5F581E12B4740DED42B178F720B403DA4265BDE2B4740F8662C4D8F720B4091FF615ADE2B47400EACC184BC720B40C31451B5DD2B4740CA3E661BE0720B401A7F5A33DD2B47402E20BED9FE720B408DE321C3DC2B474009F411F771730B400D97E51EDB2B47405033787D94710B400478695D952B4740F8DA6F7A5F6F0B405357FF35992B4740656FBBC7666C0B40F42B9C999E2B474031E3790694690B401CAFAE0DA32B4740DB4151EB83690B40EDB508F1A32B474006FDFADEFD690B40822CCD3CB32B4740347DA8756C6A0B4048F1E027C12B47403B03AFC8A66A0B4097752ACFC72B4740
9-10PAL B,38,0106000020E6100000010000000103000000010000000B000000F04836788D690B404E5D30A7A42B4740EB08EDE2B36A0B4017CB2A08C82B4740E1FA97D2026B0B40AC3FC99BCE2B47409D2EDB5FCA6D0B40741D11E3EF2B4740FE95FE61706E0B40CBBBA865ED2B47408997E719B2710B40B4E5F581E12B4740C21ADE3F7A700B40BE7393EBB22B4740C6F8989F77700B40A7783187B22B47402905565AC96F0B40D3A8067E982B4740BDF5FF7E326C0B405005AB169F2B4740F04836788D690B404E5D30A7A42B4740
3009005,39,0106000020E6100000010000000103000000010000000C000000B611849D3AAF0B40825BE2C2FA2A4740F5C1FAF3EAAF0B4064E555D36E2B4740482D2FA90AB00B40D8278D4C6E2B4740BEE68FBB7AB10B4003ACEB2F682B4740AC7BD49309B10B40B497BFB81D2B47404E83D2BEF7B00B40DDAC7AAE1B2B474087A86176E8B00B4082560BF7102B4740EB159A1AF0B00B4027B8F9880A2B4740B7299CB7CDB00B4008B52418052B4740335B21C077B00B40B4985616FE2A47409DD4D9C16FB00B4050159505FA2A4740B611849D3AAF0B40825BE2C2FA2A4740
1 MONT,40,0103000020E61000000100000005000000C081182C28780B4068436B9D732B4740803F61E91B770B4074FEB9DD6E2B474080629C0F4C770B4010DE9EC4602B474000977541CD780B403C520AF8692B4740C081182C28780B4068436B9D732B4740
2 MONT,41,0103000020E61000000100000005000000C085E7B1D0780B4078290FAC692B4740C05A0E804F770B4004FAA552602B4740C04211688D770B404CE177F7522B474040BD60E66E790B405458A82C602B4740C085E7B1D0780B4078290FAC692B4740
